game_state,user_action,attempt,caregiver_feedback,react_time,caregiver_assistance,user_react_time,from,elapsed_time,to,timeout,token_id
0,2,0,0,10,0,0,,0,,0,
0,0,1,0,2.694,0,2,8,1.27,1,1,1601
0,2,0,0,10,0,0,,0,,1,
0,0,1,0,0.361,0,2,13,2.302,2,2,1427
1,2,0,0,10,0,0,,0,,2,
1,0,1,0,0.0,0,2,19,0.0,3,3,1279
1,2,0,0,10,0,0,,0,,3,
1,0,1,0,0.0,0,2,11,0.0,4,4,1213
2,2,0,0,10,0,0,,0,,4,
2,0,1,0,7.449,0,1,15,1.38,5,5,1085
